trip_id,stop_sequence,stop_id,arrival_time,departure_time
MSC 1808,6,PD,18:28:00,18:28:00
MSC 1808,7,PC,18:32:00,18:32:00
MSC 1808,8,SAN,18:35:00,18:35:00
MSC 1808,9,VTC,18:37:00,18:37:00
MSC 1808,10,DLR,18:41:00,18:41:00
MSC 1808,11,PRD,18:44:00,18:44:00
MSC 1808,12,EDS,18:47:00,18:47:00
MSC 1808,13,NIC,18:52:00,18:52:00
MSC 1808,14,FTI,18:56:00,18:56:00
MSC 1808,15,BIC,19:01:00,19:01:00
MSC 1808,16,SU,19:10:00,19:10:00
MSC 1808,17,AA,19:18:00,19:18:00
MSC 1838,1,TU,18:36:00,18:36:00
MSC 1838,2,BLU,18:42:00,18:42:00
MSC 1838,3,LLN,18:46:00,18:46:00
MSC 1838,4,SPÑ,18:49:00,18:49:00
MSC 1838,5,SA,18:54:00,18:54:00
MSC 1838,6,PD,18:58:00,18:58:00
MSC 1838,7,PC,19:02:00,19:02:00
MSC 1838,8,SAN,19:05:00,19:05:00
MSC 1838,9,VTC,19:07:00,19:07:00
MSC 1838,10,DLR,19:11:00,19:11:00
MSC 1838,11,PRD,19:14:00,19:14:00
MSC 1838,12,EDS,19:17:00,19:17:00
MSC 1838,13,NIC,19:22:00,19:22:00
MSC 1838,14,FTI,19:26:00,19:26:00
MSC 1908,1,TU,19:06:00,19:06:00
MSC 1908,2,BLU,19:12:00,19:12:00
MSC 1908,3,LLN,19:16:00,19:16:00
MSC 1908,4,SPÑ,19:19:00,19:19:00
MSC 1908,5,SA,19:24:00,19:24:00
MSC 1908,6,PD,19:28:00,19:28:00
MSC 1908,7,PC,19:32:00,19:32:00
MSC 1908,8,SAN,19:35:00,19:35:00
MSC 1908,9,VTC,19:37:00,19:37:00
MSC 1908,10,DLR,19:41:00,19:41:00
MSC 1908,11,PRD,19:44:00,19:44:00
MSC 1908,12,EDS,19:47:00,19:47:00
MSC 1908,13,NIC,19:52:00,19:52:00
MSC 1908,14,FTI,19:56:00,19:56:00
MSC 1908,15,BIC,20:01:00,20:01:00
MSC 1908,16,SU,20:10:00,20:10:00
MSC 1908,17,AA,20:18:00,20:18:00
MSC 1908,18,MP,20:29:00,20:29:00
MSC 1908,19,SPL,20:40:00,20:40:00
MSC 1908,20,ÑA,20:55:00,20:55:00
MSC 1908,21,SRL,21:03:00,21:03:00
MSC 1908,22,AO,21:10:00,21:10:00
MSC 1908,23,TD,21:21:00,21:21:00
MSC 1908,24,LA,21:32:00,21:32:00
MNC 1916,1,SGDN,19:05:00,19:05:00
MNC 1916,2,AST,19:08:00,19:08:00
MNC 1916,3,C3,19:11:00,19:11:00
MNC 1916,4,SOL,19:16:00,19:16:00
MNC 1916,5,TU,19:20:00,19:20:00
MSC 1928,1,TU,19:26:00,19:26:00
MSC 1928,2,BLU,19:32:00,19:32:00
MSC 1928,3,LLN,19:36:00,19:36:00
MSC 1928,4,SPÑ,19:39:00,19:39:00
MSC 1928,5,SA,19:44:00,19:44:00
MSC 1928,6,PD,19:48:00,19:48:00
MSC 1928,7,PC,19:52:00,19:52:00
MSC 1928,8,SAN,19:55:00,19:55:00
MSC 1928,9,VTC,19:57:00,19:57:00
MSC 1928,10,DLR,20:01:00,20:01:00
MSC 1928,11,PRD,20:04:00,20:04:00
MSC 1928,12,EDS,20:07:00,20:07:00
MSC 1928,13,NIC,20:12:00,20:12:00
MSC 1928,14,FTI,20:16:00,20:16:00
MSC 2008,1,TU,20:06:00,20:06:00
MSC 2008,2,BLU,20:12:00,20:12:00
MSC 2008,3,LLN,20:16:00,20:16:00
MSC 2008,4,SPÑ,20:19:00,20:19:00
MSC 2008,5,SA,20:24:00,20:24:00
MSC 2008,6,PD,20:28:00,20:28:00
MSC 2008,7,PC,20:32:00,20:32:00
MSC 2008,8,SAN,20:35:00,20:35:00
MSC 2008,9,VTC,20:37:00,20:37:00
MSC 2008,10,DLR,20:41:00,20:41:00
MSC 2008,11,PRD,20:44:00,20:44:00
MSC 2008,12,EDS,20:47:00,20:47:00
MSC 2008,13,NIC,20:52:00,20:52:00
MSC 2008,14,FTI,20:56:00,20:56:00
MSC 2008,15,BIC,21:01:00,21:01:00
MSC 2008,16,SU,21:10:00,21:10:00
MSC 2008,17,AA,21:18:00,21:18:00
MSC 2008,18,MP,21:29:00,21:29:00
MSC 2008,19,SPL,21:40:00,21:40:00
MSC 2008,20,ÑA,21:55:00,21:55:00
MSC 2008,21,SRL,22:03:00,22:03:00
MSC 2008,22,AO,22:10:00,22:10:00
MSC 2008,23,TD,22:21:00,22:21:00
MSC 2008,24,LA,22:32:00,22:32:00
MNC 2016,1,SGDN,20:05:00,20:05:00
MNC 2016,2,AST,20:08:00,20:08:00
MNC 2016,3,C3,20:11:00,20:11:00
MNC 2016,4,SOL,20:16:00,20:16:00
MNC 2016,5,TU,20:20:00,20:20:00
MSC 2108,1,TU,21:06:00,21:06:00
MSC 2108,2,BLU,21:12:00,21:12:00
MSC 2108,3,LLN,21:16:00,21:16:00
MSC 2108,4,SPÑ,21:19:00,21:19:00
MSC 2108,5,SA,21:24:00,21:24:00
MSC 2108,6,PD,21:28:00,21:28:00
MSC 2108,7,PC,21:32:00,21:32:00
MSC 2108,8,SAN,21:35:00,21:35:00
MSC 2108,9,VTC,21:37:00,21:37:00
MSC 2108,10,DLR,21:41:00,21:41:00
MSC 2108,11,PRD,21:44:00,21:44:00
MSC 2108,12,EDS,21:47:00,21:47:00
MSC 2108,13,NIC,21:52:00,21:52:00
MSC 2108,14,FTI,21:56:00,21:56:00
